0.000000000000000000e+00,-1.208418430000000043e+01,-1.151694050000000047e+01,-1.978676099999999849e+01,-6.191415000000000113e+00
1.000000000000000000e+00,-1.553830970000000278e+01,-1.503536300000000026e+01,-2.513427300000000031e+01,-3.429492000000000207e+00
2.000000000000000000e+00,-1.172127620000000014e+01,-1.090216099999999955e+01,-2.035756599999999850e+01,-2.594399999999999817e+00
3.000000000000000000e+00,-9.417689499999999825e+00,-9.214960000000001372e+00,-1.721567399999999992e+01,-1.582297000000000065e+00
4.000000000000000000e+00,-9.124238800000000538e+00,-7.584661500000000167e+00,-1.673978299999999919e+01,-2.024897999999999865e+00
5.000000000000000000e+00,-9.610225100000000964e+00,-9.460972500000000451e+00,-1.866725599999999829e+01,-4.036939000000000277e+00
6.000000000000000000e+00,-1.309367720000000190e+01,-1.293628599999999906e+01,-2.564738799999999941e+01,-3.106065000000000076e+00
7.000000000000000000e+00,-1.071805979999999892e+01,-1.107225000000000037e+01,-1.684787199999999885e+01,-1.230331000000000063e+00
8.000000000000000000e+00,-7.916624800000001017e+00,-8.210260999999999143e+00,-1.365053799999999917e+01,-6.707009999999999916e-01
9.000000000000000000e+00,-1.207861060000000109e+01,-1.114542750000000026e+01,-2.651414400000000171e+01,-2.084795000000000176e+00
1.000000000000000000e+01,-1.355250380000000021e+01,-1.316404149999999973e+01,-2.178005200000000130e+01,-5.293226999999999904e+00
1.100000000000000000e+01,-1.131595949999999995e+01,-9.876598500000000058e+00,-2.265680100000000152e+01,-1.925416999999999934e+00
1.200000000000000000e+01,-1.471118930000000091e+01,-1.408463550000000097e+01,-2.149264799999999909e+01,-5.590235999999999983e+00
1.300000000000000000e+01,-1.172164770000000189e+01,-1.268197600000000058e+01,-2.127375299999999925e+01,-2.403197000000000028e+00
1.400000000000000000e+01,-1.222954149999999984e+01,-1.060765100000000061e+01,-3.044958099999999845e+01,-1.473141999999999951e+00
1.500000000000000000e+01,-8.710493099999998989e+00,-6.421193999999999846e+00,-1.900171299999999874e+01,-4.078357999999999706e+00
1.600000000000000000e+01,-1.115095770000000108e+01,-5.678884500000000557e+00,-2.656774599999999964e+01,-3.486026999999999987e+00
1.700000000000000000e+01,-9.439980000000000260e+00,-9.119255000000000777e+00,-1.990010699999999844e+01,-1.346006000000000036e+00
1.800000000000000000e+01,-1.680630660000000276e+01,-1.595499749999999928e+01,-2.811362199999999945e+01,-6.010258000000000322e+00
1.900000000000000000e+01,-1.143706839999999936e+01,-1.150371200000000016e+01,-1.655240999999999829e+01,-5.257361999999999647e+00
2.000000000000000000e+01,-6.776885699999999346e+00,-4.722321499999999617e+00,-1.875961200000000062e+01,-1.734377999999999975e+00
2.100000000000000000e+01,-1.278261440000000171e+01,-1.270010049999999957e+01,-2.492946099999999987e+01,-6.018856999999999680e+00
2.200000000000000000e+01,-1.251128109999999971e+01,-9.829039500000000373e+00,-3.116717299999999824e+01,-2.699628999999999834e+00
2.300000000000000000e+01,-1.181104090000000006e+01,-1.101512199999999986e+01,-2.321349500000000177e+01,-2.575105000000000199e+00
2.400000000000000000e+01,-1.216114499999999943e+01,-1.259894699999999901e+01,-2.374789499999999975e+01,-2.519003999999999799e+00
